frame_path,source_video,frame_index,timestamp_sec,sharpness
3dBzz0fOMsk_f005491.jpg,3dBzz0fOMsk.mp4,5491,93.07,556.6
3dBzz0fOMsk_f006213.jpg,3dBzz0fOMsk.mp4,6213,105.31,490.7
3dBzz0fOMsk_f006934.jpg,3dBzz0fOMsk.mp4,6934,117.53,499.7
3dBzz0fOMsk_f007656.jpg,3dBzz0fOMsk.mp4,7656,129.76,519.2
3dBzz0fOMsk_f008377.jpg,3dBzz0fOMsk.mp4,8377,141.98,491.4
3dBzz0fOMsk_f009099.jpg,3dBzz0fOMsk.mp4,9099,154.22,523.9
3dBzz0fOMsk_f009821.jpg,3dBzz0fOMsk.mp4,9821,166.46,520.6
3dBzz0fOMsk_f010542.jpg,3dBzz0fOMsk.mp4,10542,178.68,512.0
3dBzz0fOMsk_f011264.jpg,3dBzz0fOMsk.mp4,11264,190.92,553.5
3dBzz0fOMsk_f011985.jpg,3dBzz0fOMsk.mp4,11985,203.14,518.5
3dBzz0fOMsk_f012707.jpg,3dBzz0fOMsk.mp4,12707,215.37,504.2
3dBzz0fOMsk_f013428.jpg,3dBzz0fOMsk.mp4,13428,227.59,506.2
3dBzz0fOMsk_f014150.jpg,3dBzz0fOMsk.mp4,14150,239.83,533.7
3dBzz0fOMsk_f014872.jpg,3dBzz0fOMsk.mp4,14872,252.07,515.1
4apx6gd5Uxs_f001940.jpg,4apx6gd5Uxs.mp4,1940,64.73,502.2
4apx6gd5Uxs_f003144.jpg,4apx6gd5Uxs.mp4,3144,104.9,412.6
4apx6gd5Uxs_f004348.jpg,4apx6gd5Uxs.mp4,4348,145.08,460.8
4apx6gd5Uxs_f005553.jpg,4apx6gd5Uxs.mp4,5553,185.29,483.5
4apx6gd5Uxs_f006757.jpg,4apx6gd5Uxs.mp4,6757,225.46,471.7
4apx6gd5Uxs_f007961.jpg,4apx6gd5Uxs.mp4,7961,265.63,485.4
4apx6gd5Uxs_f009166.jpg,4apx6gd5Uxs.mp4,9166,305.84,497.3
4apx6gd5Uxs_f010370.jpg,4apx6gd5Uxs.mp4,10370,346.01,519.0
4apx6gd5Uxs_f011575.jpg,4apx6gd5Uxs.mp4,11575,386.22,557.1
4apx6gd5Uxs_f012779.jpg,4apx6gd5Uxs.mp4,12779,426.39,524.6
4apx6gd5Uxs_f013983.jpg,4apx6gd5Uxs.mp4,13983,466.57,460.8
4apx6gd5Uxs_f015188.jpg,4apx6gd5Uxs.mp4,15188,506.77,517.5
4apx6gd5Uxs_f016392.jpg,4apx6gd5Uxs.mp4,16392,546.95,410.9
4apx6gd5Uxs_f017596.jpg,4apx6gd5Uxs.mp4,17596,587.12,522.1
4apx6gd5Uxs_f018801.jpg,4apx6gd5Uxs.mp4,18801,627.33,452.7
4apx6gd5Uxs_f020005.jpg,4apx6gd5Uxs.mp4,20005,667.5,431.4
4apx6gd5Uxs_f021210.jpg,4apx6gd5Uxs.mp4,21210,707.71,456.0
4apx6gd5Uxs_f022414.jpg,4apx6gd5Uxs.mp4,22414,747.88,534.2
4apx6gd5Uxs_f023618.jpg,4apx6gd5Uxs.mp4,23618,788.05,444.7
4apx6gd5Uxs_f024823.jpg,4apx6gd5Uxs.mp4,24823,828.26,419.1
7x5PsSj3gKg_f004483.jpg,7x5PsSj3gKg.mp4,4483,74.72,846.2
7x5PsSj3gKg_f007265.jpg,7x5PsSj3gKg.mp4,7265,121.08,857.0
7x5PsSj3gKg_f010048.jpg,7x5PsSj3gKg.mp4,10048,167.47,856.8
7x5PsSj3gKg_f012830.jpg,7x5PsSj3gKg.mp4,12830,213.83,841.0
7x5PsSj3gKg_f015613.jpg,7x5PsSj3gKg.mp4,15613,260.22,802.0
7x5PsSj3gKg_f018395.jpg,7x5PsSj3gKg.mp4,18395,306.58,801.5
7x5PsSj3gKg_f021178.jpg,7x5PsSj3gKg.mp4,21178,352.97,832.9
7x5PsSj3gKg_f023960.jpg,7x5PsSj3gKg.mp4,23960,399.33,837.1
7x5PsSj3gKg_f026743.jpg,7x5PsSj3gKg.mp4,26743,445.72,827.8
7x5PsSj3gKg_f029525.jpg,7x5PsSj3gKg.mp4,29525,492.08,815.1
7x5PsSj3gKg_f032308.jpg,7x5PsSj3gKg.mp4,32308,538.47,698.8
7x5PsSj3gKg_f035091.jpg,7x5PsSj3gKg.mp4,35091,584.85,772.3
7x5PsSj3gKg_f037873.jpg,7x5PsSj3gKg.mp4,37873,631.22,731.1
7x5PsSj3gKg_f040656.jpg,7x5PsSj3gKg.mp4,40656,677.6,847.3
7x5PsSj3gKg_f043438.jpg,7x5PsSj3gKg.mp4,43438,723.97,803.1
7x5PsSj3gKg_f046221.jpg,7x5PsSj3gKg.mp4,46221,770.35,830.0
7x5PsSj3gKg_f049003.jpg,7x5PsSj3gKg.mp4,49003,816.72,834.6
7x5PsSj3gKg_f051786.jpg,7x5PsSj3gKg.mp4,51786,863.1,848.6
7x5PsSj3gKg_f054568.jpg,7x5PsSj3gKg.mp4,54568,909.47,828.5
7x5PsSj3gKg_f057351.jpg,7x5PsSj3gKg.mp4,57351,955.85,799.6
8Hie9byCk_8_f000721.jpg,8Hie9byCk_8.mp4,721,24.03,357.9
8Hie9byCk_8_f001168.jpg,8Hie9byCk_8.mp4,1168,38.93,371.3
8Hie9byCk_8_f001616.jpg,8Hie9byCk_8.mp4,1616,53.87,375.4
8Hie9byCk_8_f002063.jpg,8Hie9byCk_8.mp4,2063,68.77,369.9
8Hie9byCk_8_f002511.jpg,8Hie9byCk_8.mp4,2511,83.7,371.7
8Hie9byCk_8_f002958.jpg,8Hie9byCk_8.mp4,2958,98.6,360.0
8Hie9byCk_8_f003406.jpg,8Hie9byCk_8.mp4,3406,113.53,348.5
8Hie9byCk_8_f003853.jpg,8Hie9byCk_8.mp4,3853,128.43,386.4
8Hie9byCk_8_f004301.jpg,8Hie9byCk_8.mp4,4301,143.37,387.3
8Hie9byCk_8_f004748.jpg,8Hie9byCk_8.mp4,4748,158.27,374.0
8Hie9byCk_8_f005196.jpg,8Hie9byCk_8.mp4,5196,173.2,370.9
8Hie9byCk_8_f005644.jpg,8Hie9byCk_8.mp4,5644,188.13,373.6
8Hie9byCk_8_f006091.jpg,8Hie9byCk_8.mp4,6091,203.03,355.4
8Hie9byCk_8_f006539.jpg,8Hie9byCk_8.mp4,6539,217.97,343.0
8Hie9byCk_8_f006986.jpg,8Hie9byCk_8.mp4,6986,232.87,358.9
8Hie9byCk_8_f007434.jpg,8Hie9byCk_8.mp4,7434,247.8,337.7
8Hie9byCk_8_f007881.jpg,8Hie9byCk_8.mp4,7881,262.7,340.0
8Hie9byCk_8_f008329.jpg,8Hie9byCk_8.mp4,8329,277.63,321.3
8Hie9byCk_8_f008776.jpg,8Hie9byCk_8.mp4,8776,292.53,324.7
8Hie9byCk_8_f009224.jpg,8Hie9byCk_8.mp4,9224,307.47,336.3
a2L6RQS3c1A_f000787.jpg,a2L6RQS3c1A.mp4,787,26.26,187.3
a2L6RQS3c1A_f001275.jpg,a2L6RQS3c1A.mp4,1275,42.54,189.4
a2L6RQS3c1A_f001764.jpg,a2L6RQS3c1A.mp4,1764,58.86,209.5
a2L6RQS3c1A_f002252.jpg,a2L6RQS3c1A.mp4,2252,75.14,208.2
a2L6RQS3c1A_f002741.jpg,a2L6RQS3c1A.mp4,2741,91.46,205.9
a2L6RQS3c1A_f003229.jpg,a2L6RQS3c1A.mp4,3229,107.74,213.6
a2L6RQS3c1A_f003718.jpg,a2L6RQS3c1A.mp4,3718,124.06,205.8
a2L6RQS3c1A_f004206.jpg,a2L6RQS3c1A.mp4,4206,140.34,240.8
a2L6RQS3c1A_f004695.jpg,a2L6RQS3c1A.mp4,4695,156.66,203.0
a2L6RQS3c1A_f005183.jpg,a2L6RQS3c1A.mp4,5183,172.94,202.3
a2L6RQS3c1A_f005672.jpg,a2L6RQS3c1A.mp4,5672,189.26,218.1
a2L6RQS3c1A_f006161.jpg,a2L6RQS3c1A.mp4,6161,205.57,204.9
a2L6RQS3c1A_f006649.jpg,a2L6RQS3c1A.mp4,6649,221.85,204.5
a2L6RQS3c1A_f007138.jpg,a2L6RQS3c1A.mp4,7138,238.17,227.5
a2L6RQS3c1A_f007626.jpg,a2L6RQS3c1A.mp4,7626,254.45,242.6
a2L6RQS3c1A_f008115.jpg,a2L6RQS3c1A.mp4,8115,270.77,226.1
a2L6RQS3c1A_f008603.jpg,a2L6RQS3c1A.mp4,8603,287.05,214.1
a2L6RQS3c1A_f009092.jpg,a2L6RQS3c1A.mp4,9092,303.37,228.3
a2L6RQS3c1A_f009580.jpg,a2L6RQS3c1A.mp4,9580,319.65,228.5
a2L6RQS3c1A_f010069.jpg,a2L6RQS3c1A.mp4,10069,335.97,222.0
AwS6Gh1ZfGw_f001528.jpg,AwS6Gh1ZfGw.mp4,1528,25.47,190.5
AwS6Gh1ZfGw_f002477.jpg,AwS6Gh1ZfGw.mp4,2477,41.28,201.6
AwS6Gh1ZfGw_f003426.jpg,AwS6Gh1ZfGw.mp4,3426,57.1,219.9
AwS6Gh1ZfGw_f004375.jpg,AwS6Gh1ZfGw.mp4,4375,72.92,234.7
AwS6Gh1ZfGw_f005324.jpg,AwS6Gh1ZfGw.mp4,5324,88.73,229.0
AwS6Gh1ZfGw_f006273.jpg,AwS6Gh1ZfGw.mp4,6273,104.55,195.7
AwS6Gh1ZfGw_f007222.jpg,AwS6Gh1ZfGw.mp4,7222,120.37,176.9
AwS6Gh1ZfGw_f008171.jpg,AwS6Gh1ZfGw.mp4,8171,136.18,211.7
AwS6Gh1ZfGw_f009120.jpg,AwS6Gh1ZfGw.mp4,9120,152.0,217.7
AwS6Gh1ZfGw_f010069.jpg,AwS6Gh1ZfGw.mp4,10069,167.82,254.4
AwS6Gh1ZfGw_f011018.jpg,AwS6Gh1ZfGw.mp4,11018,183.63,171.7
AwS6Gh1ZfGw_f011967.jpg,AwS6Gh1ZfGw.mp4,11967,199.45,220.9
AwS6Gh1ZfGw_f012916.jpg,AwS6Gh1ZfGw.mp4,12916,215.27,194.9
AwS6Gh1ZfGw_f013865.jpg,AwS6Gh1ZfGw.mp4,13865,231.08,222.6
AwS6Gh1ZfGw_f014814.jpg,AwS6Gh1ZfGw.mp4,14814,246.9,201.2
AwS6Gh1ZfGw_f015763.jpg,AwS6Gh1ZfGw.mp4,15763,262.72,203.8
AwS6Gh1ZfGw_f016712.jpg,AwS6Gh1ZfGw.mp4,16712,278.53,217.2
AwS6Gh1ZfGw_f017661.jpg,AwS6Gh1ZfGw.mp4,17661,294.35,196.8
AwS6Gh1ZfGw_f018610.jpg,AwS6Gh1ZfGw.mp4,18610,310.17,224.6
AwS6Gh1ZfGw_f019559.jpg,AwS6Gh1ZfGw.mp4,19559,325.98,225.5
cM3IYhkjwaI_f000251.jpg,cM3IYhkjwaI.mp4,251,8.38,730.8
cM3IYhkjwaI_f000406.jpg,cM3IYhkjwaI.mp4,406,13.55,686.0
cM3IYhkjwaI_f000562.jpg,cM3IYhkjwaI.mp4,562,18.75,652.9
cM3IYhkjwaI_f000718.jpg,cM3IYhkjwaI.mp4,718,23.96,684.1
cM3IYhkjwaI_f000874.jpg,cM3IYhkjwaI.mp4,874,29.16,691.5
cM3IYhkjwaI_f001030.jpg,cM3IYhkjwaI.mp4,1030,34.37,583.5
cM3IYhkjwaI_f001186.jpg,cM3IYhkjwaI.mp4,1186,39.57,498.3
cM3IYhkjwaI_f001342.jpg,cM3IYhkjwaI.mp4,1342,44.78,519.2
cM3IYhkjwaI_f001498.jpg,cM3IYhkjwaI.mp4,1498,49.98,487.8
cM3IYhkjwaI_f001654.jpg,cM3IYhkjwaI.mp4,1654,55.19,524.8
cM3IYhkjwaI_f001810.jpg,cM3IYhkjwaI.mp4,1810,60.39,511.9
cM3IYhkjwaI_f001966.jpg,cM3IYhkjwaI.mp4,1966,65.6,501.4
cM3IYhkjwaI_f002122.jpg,cM3IYhkjwaI.mp4,2122,70.8,503.2
cM3IYhkjwaI_f002278.jpg,cM3IYhkjwaI.mp4,2278,76.01,453.6
cM3IYhkjwaI_f002434.jpg,cM3IYhkjwaI.mp4,2434,81.21,450.7
cM3IYhkjwaI_f002590.jpg,cM3IYhkjwaI.mp4,2590,86.42,445.7
cM3IYhkjwaI_f002746.jpg,cM3IYhkjwaI.mp4,2746,91.62,468.3
cM3IYhkjwaI_f002902.jpg,cM3IYhkjwaI.mp4,2902,96.83,485.2
cM3IYhkjwaI_f003058.jpg,cM3IYhkjwaI.mp4,3058,102.04,482.8
cM3IYhkjwaI_f003214.jpg,cM3IYhkjwaI.mp4,3214,107.24,522.6
k2sKYrCvbV0_f000203.jpg,k2sKYrCvbV0.mp4,203,8.47,620.8
k2sKYrCvbV0_f000329.jpg,k2sKYrCvbV0.mp4,329,13.72,554.3
k2sKYrCvbV0_f000455.jpg,k2sKYrCvbV0.mp4,455,18.98,554.2
k2sKYrCvbV0_f000581.jpg,k2sKYrCvbV0.mp4,581,24.23,551.6
k2sKYrCvbV0_f000708.jpg,k2sKYrCvbV0.mp4,708,29.53,551.5
k2sKYrCvbV0_f000834.jpg,k2sKYrCvbV0.mp4,834,34.78,541.0
k2sKYrCvbV0_f000960.jpg,k2sKYrCvbV0.mp4,960,40.04,515.9
k2sKYrCvbV0_f001087.jpg,k2sKYrCvbV0.mp4,1087,45.34,500.4
k2sKYrCvbV0_f001213.jpg,k2sKYrCvbV0.mp4,1213,50.59,459.4
k2sKYrCvbV0_f001339.jpg,k2sKYrCvbV0.mp4,1339,55.85,436.0
k2sKYrCvbV0_f001466.jpg,k2sKYrCvbV0.mp4,1466,61.14,426.5
k2sKYrCvbV0_f001592.jpg,k2sKYrCvbV0.mp4,1592,66.4,436.3
k2sKYrCvbV0_f001718.jpg,k2sKYrCvbV0.mp4,1718,71.65,427.1
k2sKYrCvbV0_f001845.jpg,k2sKYrCvbV0.mp4,1845,76.95,418.0
k2sKYrCvbV0_f001971.jpg,k2sKYrCvbV0.mp4,1971,82.21,415.0
k2sKYrCvbV0_f002097.jpg,k2sKYrCvbV0.mp4,2097,87.46,403.7
k2sKYrCvbV0_f002223.jpg,k2sKYrCvbV0.mp4,2223,92.72,405.1
k2sKYrCvbV0_f002350.jpg,k2sKYrCvbV0.mp4,2350,98.01,403.3
k2sKYrCvbV0_f002476.jpg,k2sKYrCvbV0.mp4,2476,103.27,403.5
k2sKYrCvbV0_f002602.jpg,k2sKYrCvbV0.mp4,2602,108.53,411.3
kJDyv3oivxc_f001803.jpg,kJDyv3oivxc.mp4,1803,60.1,301.7
kJDyv3oivxc_f002922.jpg,kJDyv3oivxc.mp4,2922,97.4,252.9
kJDyv3oivxc_f004041.jpg,kJDyv3oivxc.mp4,4041,134.7,275.0
kJDyv3oivxc_f005161.jpg,kJDyv3oivxc.mp4,5161,172.03,329.5
kJDyv3oivxc_f006280.jpg,kJDyv3oivxc.mp4,6280,209.33,356.9
kJDyv3oivxc_f007399.jpg,kJDyv3oivxc.mp4,7399,246.63,328.8
kJDyv3oivxc_f008519.jpg,kJDyv3oivxc.mp4,8519,283.97,330.8
kJDyv3oivxc_f009638.jpg,kJDyv3oivxc.mp4,9638,321.27,277.3
kJDyv3oivxc_f010757.jpg,kJDyv3oivxc.mp4,10757,358.57,359.2
kJDyv3oivxc_f011877.jpg,kJDyv3oivxc.mp4,11877,395.9,377.5
kJDyv3oivxc_f012996.jpg,kJDyv3oivxc.mp4,12996,433.2,368.6
kJDyv3oivxc_f014115.jpg,kJDyv3oivxc.mp4,14115,470.5,309.1
kJDyv3oivxc_f015235.jpg,kJDyv3oivxc.mp4,15235,507.83,347.3
kJDyv3oivxc_f016354.jpg,kJDyv3oivxc.mp4,16354,545.13,407.8
kJDyv3oivxc_f017473.jpg,kJDyv3oivxc.mp4,17473,582.43,393.3
kJDyv3oivxc_f018593.jpg,kJDyv3oivxc.mp4,18593,619.77,56.0
kJDyv3oivxc_f019712.jpg,kJDyv3oivxc.mp4,19712,657.07,377.3
kJDyv3oivxc_f020831.jpg,kJDyv3oivxc.mp4,20831,694.37,315.0
kJDyv3oivxc_f021951.jpg,kJDyv3oivxc.mp4,21951,731.7,301.3
kJDyv3oivxc_f023070.jpg,kJDyv3oivxc.mp4,23070,769.0,329.3
LcHpXuJVKis_f000537.jpg,LcHpXuJVKis.mp4,537,17.9,265.0
LcHpXuJVKis_f000870.jpg,LcHpXuJVKis.mp4,870,29.0,271.7
LcHpXuJVKis_f001204.jpg,LcHpXuJVKis.mp4,1204,40.13,265.3
LcHpXuJVKis_f001538.jpg,LcHpXuJVKis.mp4,1538,51.27,250.3
LcHpXuJVKis_f001871.jpg,LcHpXuJVKis.mp4,1871,62.37,261.1
LcHpXuJVKis_f002205.jpg,LcHpXuJVKis.mp4,2205,73.5,270.0
LcHpXuJVKis_f002539.jpg,LcHpXuJVKis.mp4,2539,84.63,229.7
LcHpXuJVKis_f002873.jpg,LcHpXuJVKis.mp4,2873,95.77,216.8
LcHpXuJVKis_f003206.jpg,LcHpXuJVKis.mp4,3206,106.87,240.4
LcHpXuJVKis_f003540.jpg,LcHpXuJVKis.mp4,3540,118.0,170.7
LcHpXuJVKis_f003874.jpg,LcHpXuJVKis.mp4,3874,129.13,175.2
LcHpXuJVKis_f004207.jpg,LcHpXuJVKis.mp4,4207,140.23,179.2
LcHpXuJVKis_f004541.jpg,LcHpXuJVKis.mp4,4541,151.37,184.4
LcHpXuJVKis_f004875.jpg,LcHpXuJVKis.mp4,4875,162.5,180.9
LcHpXuJVKis_f005209.jpg,LcHpXuJVKis.mp4,5209,173.63,182.0
LcHpXuJVKis_f005542.jpg,LcHpXuJVKis.mp4,5542,184.73,180.3
LcHpXuJVKis_f005876.jpg,LcHpXuJVKis.mp4,5876,195.87,189.9
LcHpXuJVKis_f006210.jpg,LcHpXuJVKis.mp4,6210,207.0,189.5
LcHpXuJVKis_f006544.jpg,LcHpXuJVKis.mp4,6544,218.13,192.4
LcHpXuJVKis_f006877.jpg,LcHpXuJVKis.mp4,6877,229.23,196.6
M6XbntNXH_w_f001890.jpg,M6XbntNXH_w.mp4,1890,63.0,363.3
M6XbntNXH_w_f003063.jpg,M6XbntNXH_w.mp4,3063,102.1,474.4
M6XbntNXH_w_f004236.jpg,M6XbntNXH_w.mp4,4236,141.2,426.7
M6XbntNXH_w_f005409.jpg,M6XbntNXH_w.mp4,5409,180.3,407.2
M6XbntNXH_w_f006582.jpg,M6XbntNXH_w.mp4,6582,219.4,460.1
M6XbntNXH_w_f007756.jpg,M6XbntNXH_w.mp4,7756,258.53,414.2
M6XbntNXH_w_f008929.jpg,M6XbntNXH_w.mp4,8929,297.63,286.9
M6XbntNXH_w_f010102.jpg,M6XbntNXH_w.mp4,10102,336.73,312.4
M6XbntNXH_w_f011275.jpg,M6XbntNXH_w.mp4,11275,375.83,280.5
M6XbntNXH_w_f012448.jpg,M6XbntNXH_w.mp4,12448,414.93,290.1
M6XbntNXH_w_f013622.jpg,M6XbntNXH_w.mp4,13622,454.07,322.9
M6XbntNXH_w_f014795.jpg,M6XbntNXH_w.mp4,14795,493.17,306.4
M6XbntNXH_w_f015968.jpg,M6XbntNXH_w.mp4,15968,532.27,296.5
M6XbntNXH_w_f017141.jpg,M6XbntNXH_w.mp4,17141,571.37,303.9
M6XbntNXH_w_f018314.jpg,M6XbntNXH_w.mp4,18314,610.47,318.7
M6XbntNXH_w_f019488.jpg,M6XbntNXH_w.mp4,19488,649.6,269.8
M6XbntNXH_w_f020661.jpg,M6XbntNXH_w.mp4,20661,688.7,327.2
M6XbntNXH_w_f021834.jpg,M6XbntNXH_w.mp4,21834,727.8,297.3
M6XbntNXH_w_f023007.jpg,M6XbntNXH_w.mp4,23007,766.9,271.5
M6XbntNXH_w_f024180.jpg,M6XbntNXH_w.mp4,24180,806.0,296.0
MlkSSv7OepY_f000667.jpg,MlkSSv7OepY.mp4,667,22.26,155.6
MlkSSv7OepY_f001081.jpg,MlkSSv7OepY.mp4,1081,36.07,160.6
MlkSSv7OepY_f001495.jpg,MlkSSv7OepY.mp4,1495,49.88,177.3
MlkSSv7OepY_f001909.jpg,MlkSSv7OepY.mp4,1909,63.7,162.1
MlkSSv7OepY_f002323.jpg,MlkSSv7OepY.mp4,2323,77.51,163.4
MlkSSv7OepY_f002737.jpg,MlkSSv7OepY.mp4,2737,91.32,175.1
MlkSSv7OepY_f003151.jpg,MlkSSv7OepY.mp4,3151,105.14,166.4
MlkSSv7OepY_f003565.jpg,MlkSSv7OepY.mp4,3565,118.95,291.0
MlkSSv7OepY_f003979.jpg,MlkSSv7OepY.mp4,3979,132.77,171.2
MlkSSv7OepY_f004393.jpg,MlkSSv7OepY.mp4,4393,146.58,177.8
MlkSSv7OepY_f004807.jpg,MlkSSv7OepY.mp4,4807,160.39,176.7
MlkSSv7OepY_f005221.jpg,MlkSSv7OepY.mp4,5221,174.21,168.2
MlkSSv7OepY_f005635.jpg,MlkSSv7OepY.mp4,5635,188.02,73.9
MlkSSv7OepY_f006049.jpg,MlkSSv7OepY.mp4,6049,201.83,344.5
MlkSSv7OepY_f006463.jpg,MlkSSv7OepY.mp4,6463,215.65,319.6
MlkSSv7OepY_f006877.jpg,MlkSSv7OepY.mp4,6877,229.46,106.4
MlkSSv7OepY_f007291.jpg,MlkSSv7OepY.mp4,7291,243.28,255.8
MlkSSv7OepY_f007705.jpg,MlkSSv7OepY.mp4,7705,257.09,178.7
MlkSSv7OepY_f008119.jpg,MlkSSv7OepY.mp4,8119,270.9,173.6
MlkSSv7OepY_f008533.jpg,MlkSSv7OepY.mp4,8533,284.72,175.7
N2fvrt1osrI_f001295.jpg,N2fvrt1osrI.mp4,1295,43.21,927.5
N2fvrt1osrI_f002099.jpg,N2fvrt1osrI.mp4,2099,70.04,855.5
N2fvrt1osrI_f002903.jpg,N2fvrt1osrI.mp4,2903,96.86,873.2
N2fvrt1osrI_f003707.jpg,N2fvrt1osrI.mp4,3707,123.69,935.2
N2fvrt1osrI_f004511.jpg,N2fvrt1osrI.mp4,4511,150.52,906.3
N2fvrt1osrI_f005315.jpg,N2fvrt1osrI.mp4,5315,177.34,939.7
N2fvrt1osrI_f006119.jpg,N2fvrt1osrI.mp4,6119,204.17,941.5
N2fvrt1osrI_f006923.jpg,N2fvrt1osrI.mp4,6923,231.0,778.7
N2fvrt1osrI_f007727.jpg,N2fvrt1osrI.mp4,7727,257.82,818.0
N2fvrt1osrI_f008531.jpg,N2fvrt1osrI.mp4,8531,284.65,674.3
N2fvrt1osrI_f009335.jpg,N2fvrt1osrI.mp4,9335,311.48,854.1
N2fvrt1osrI_f010139.jpg,N2fvrt1osrI.mp4,10139,338.3,782.0
N2fvrt1osrI_f010943.jpg,N2fvrt1osrI.mp4,10943,365.13,785.9
N2fvrt1osrI_f011747.jpg,N2fvrt1osrI.mp4,11747,391.96,848.9
N2fvrt1osrI_f012551.jpg,N2fvrt1osrI.mp4,12551,418.79,836.1
N2fvrt1osrI_f013355.jpg,N2fvrt1osrI.mp4,13355,445.61,772.8
N2fvrt1osrI_f014159.jpg,N2fvrt1osrI.mp4,14159,472.44,860.5
N2fvrt1osrI_f014963.jpg,N2fvrt1osrI.mp4,14963,499.27,730.5
N2fvrt1osrI_f015767.jpg,N2fvrt1osrI.mp4,15767,526.09,695.0
N2fvrt1osrI_f016571.jpg,N2fvrt1osrI.mp4,16571,552.92,602.6
ndywUMlBlgg_f002050.jpg,ndywUMlBlgg.mp4,2050,82.0,367.2
ndywUMlBlgg_f003322.jpg,ndywUMlBlgg.mp4,3322,132.88,390.4
ndywUMlBlgg_f004595.jpg,ndywUMlBlgg.mp4,4595,183.8,343.6
ndywUMlBlgg_f005868.jpg,ndywUMlBlgg.mp4,5868,234.72,361.4
ndywUMlBlgg_f007141.jpg,ndywUMlBlgg.mp4,7141,285.64,392.0
ndywUMlBlgg_f008414.jpg,ndywUMlBlgg.mp4,8414,336.56,301.8
ndywUMlBlgg_f009687.jpg,ndywUMlBlgg.mp4,9687,387.48,376.9
ndywUMlBlgg_f010960.jpg,ndywUMlBlgg.mp4,10960,438.4,326.9
ndywUMlBlgg_f012233.jpg,ndywUMlBlgg.mp4,12233,489.32,95.0
ndywUMlBlgg_f013506.jpg,ndywUMlBlgg.mp4,13506,540.24,144.6
ndywUMlBlgg_f014779.jpg,ndywUMlBlgg.mp4,14779,591.16,146.1
ndywUMlBlgg_f016052.jpg,ndywUMlBlgg.mp4,16052,642.08,191.3
ndywUMlBlgg_f017325.jpg,ndywUMlBlgg.mp4,17325,693.0,255.9
ndywUMlBlgg_f018598.jpg,ndywUMlBlgg.mp4,18598,743.92,371.8
ndywUMlBlgg_f019871.jpg,ndywUMlBlgg.mp4,19871,794.84,345.1
ndywUMlBlgg_f021144.jpg,ndywUMlBlgg.mp4,21144,845.76,326.4
ndywUMlBlgg_f022417.jpg,ndywUMlBlgg.mp4,22417,896.68,344.6
ndywUMlBlgg_f023690.jpg,ndywUMlBlgg.mp4,23690,947.6,362.5
ndywUMlBlgg_f024963.jpg,ndywUMlBlgg.mp4,24963,998.52,175.4
ndywUMlBlgg_f026236.jpg,ndywUMlBlgg.mp4,26236,1049.44,111.9
OIvdfxWkCVg_f000610.jpg,OIvdfxWkCVg.mp4,610,20.35,212.6
OIvdfxWkCVg_f000989.jpg,OIvdfxWkCVg.mp4,989,33.0,214.4
